date,hospital_padronizado,cidade,especialidade,tipo_alerta,count,year,month,day_of_week
2025-07-11,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Agendamentos,431,2025,7,Friday
2025-07-14,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Agendamentos,275,2025,7,Monday
2025-07-15,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Agendamentos,397,2025,7,Tuesday
2025-07-16,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Agendamentos,267,2025,7,Wednesday
2025-07-21,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Agendamentos,224,2025,7,Monday
2025-07-25,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Agendamentos,323,2025,7,Friday
2025-07-28,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Agendamentos,257,2025,7,Monday
2025-07-30,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Agendamentos,751,2025,7,Wednesday
2025-07-31,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Agendamentos,259,2025,7,Thursday
2025-07-04,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Pré 10 dias,163,2025,7,Friday
2025-07-07,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Pré 10 dias,20,2025,7,Monday
2025-07-11,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Pré 10 dias,123,2025,7,Friday
2025-07-25,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Pré 10 dias,100,2025,7,Friday
2025-07-28,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Pré 10 dias,16,2025,7,Monday
2025-07-01,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Pré 2 dias,14,2025,7,Tuesday
2025-07-04,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Pré 2 dias,56,2025,7,Friday
2025-07-07,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Pré 2 dias,32,2025,7,Monday
2025-07-08,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Pré 2 dias,14,2025,7,Tuesday
2025-07-11,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Pré 2 dias,141,2025,7,Friday
2025-07-14,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Pré 2 dias,41,2025,7,Monday
2025-07-15,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Pré 2 dias,21,2025,7,Tuesday
2025-07-21,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Pré 2 dias,39,2025,7,Monday
2025-07-25,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Pré 2 dias,124,2025,7,Friday
2025-07-28,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA,Pré 2 dias,25,2025,7,Monday
2025-07-02,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA/UVEITE,Agendamentos,9,2025,7,Wednesday
2025-07-09,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA/UVEITE,Agendamentos,2,2025,7,Wednesday
2025-07-11,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA/UVEITE,Agendamentos,4,2025,7,Friday
2025-07-14,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA/UVEITE,Agendamentos,2,2025,7,Monday
2025-07-15,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA/UVEITE,Agendamentos,6,2025,7,Tuesday
2025-07-16,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA/UVEITE,Agendamentos,11,2025,7,Wednesday
2025-07-04,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA/UVEITE,Pré 10 dias,1,2025,7,Friday
2025-07-11,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA/UVEITE,Pré 10 dias,9,2025,7,Friday
2025-07-25,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA/UVEITE,Pré 10 dias,6,2025,7,Friday
2025-07-07,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA/UVEITE,Pré 2 dias,10,2025,7,Monday
2025-07-14,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA/UVEITE,Pré 2 dias,1,2025,7,Monday
2025-07-21,HOSPITAL GERAL FORTALEZA,Fortaleza,OFTALMOLOGIA RETINA/UVEITE,Pré 2 dias,11,2025,7,Monday
2025-07-01,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Agendamentos,3,2025,7,Tuesday
2025-07-02,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Agendamentos,15,2025,7,Wednesday
2025-07-04,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Agendamentos,19,2025,7,Friday
2025-07-07,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Agendamentos,13,2025,7,Monday
2025-07-08,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Agendamentos,14,2025,7,Tuesday
2025-07-09,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Agendamentos,9,2025,7,Wednesday
2025-07-11,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Agendamentos,17,2025,7,Friday
2025-07-14,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Agendamentos,17,2025,7,Monday
2025-07-15,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Agendamentos,11,2025,7,Tuesday
2025-07-16,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Agendamentos,9,2025,7,Wednesday
2025-07-21,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Agendamentos,18,2025,7,Monday
2025-07-25,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Agendamentos,13,2025,7,Friday
2025-07-28,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Agendamentos,7,2025,7,Monday
2025-07-30,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Agendamentos,16,2025,7,Wednesday
2025-07-31,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Agendamentos,6,2025,7,Thursday
2025-07-01,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 10 dias,2,2025,7,Tuesday
2025-07-04,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 10 dias,13,2025,7,Friday
2025-07-07,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 10 dias,2,2025,7,Monday
2025-07-08,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 10 dias,2,2025,7,Tuesday
2025-07-11,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 10 dias,5,2025,7,Friday
2025-07-14,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 10 dias,6,2025,7,Monday
2025-07-15,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 10 dias,12,2025,7,Tuesday
2025-07-21,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 10 dias,4,2025,7,Monday
2025-07-25,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 10 dias,17,2025,7,Friday
2025-07-28,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 10 dias,3,2025,7,Monday
2025-07-30,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 10 dias,4,2025,7,Wednesday
2025-07-01,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 2 dias,3,2025,7,Tuesday
2025-07-02,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 2 dias,13,2025,7,Wednesday
2025-07-04,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 2 dias,12,2025,7,Friday
2025-07-07,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 2 dias,7,2025,7,Monday
2025-07-08,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 2 dias,5,2025,7,Tuesday
2025-07-09,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 2 dias,4,2025,7,Wednesday
2025-07-11,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 2 dias,11,2025,7,Friday
2025-07-14,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 2 dias,7,2025,7,Monday
2025-07-15,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 2 dias,3,2025,7,Tuesday
2025-07-21,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 2 dias,5,2025,7,Monday
2025-07-25,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 2 dias,14,2025,7,Friday
2025-07-28,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 2 dias,8,2025,7,Monday
2025-07-30,HOSPITAL DE MESSEJANA,Fortaleza,ONCOLOGIA,Pré 2 dias,16,2025,7,Wednesday
2025-07-01,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA,Agendamentos,22,2025,7,Tuesday
2025-07-02,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA,Agendamentos,9,2025,7,Wednesday
2025-07-04,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA,Agendamentos,20,2025,7,Friday
2025-07-07,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA,Agendamentos,18,2025,7,Monday
2025-07-08,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA,Agendamentos,9,2025,7,Tuesday
2025-07-09,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA,Agendamentos,37,2025,7,Wednesday
2025-07-11,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA,Agendamentos,24,2025,7,Friday
2025-07-25,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA,Agendamentos,12,2025,7,Friday
2025-07-30,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA,Agendamentos,28,2025,7,Wednesday
2025-07-31,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA,Agendamentos,19,2025,7,Thursday
2025-07-21,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA,Pré 10 dias,12,2025,7,Monday
2025-07-25,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA,Pré 10 dias,12,2025,7,Friday
2025-07-28,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA,Pré 10 dias,9,2025,7,Monday
2025-07-01,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA,Pré 2 dias,12,2025,7,Tuesday
2025-07-04,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA,Pré 2 dias,12,2025,7,Friday
2025-07-08,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA,Pré 2 dias,13,2025,7,Tuesday
2025-07-25,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA,Pré 2 dias,13,2025,7,Friday
2025-07-30,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA,Pré 2 dias,12,2025,7,Wednesday
2025-07-01,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Agendamentos,75,2025,7,Tuesday
2025-07-02,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Agendamentos,61,2025,7,Wednesday
2025-07-04,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Agendamentos,68,2025,7,Friday
2025-07-07,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Agendamentos,96,2025,7,Monday
2025-07-08,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Agendamentos,81,2025,7,Tuesday
2025-07-09,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Agendamentos,52,2025,7,Wednesday
2025-07-11,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Agendamentos,63,2025,7,Friday
2025-07-14,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Agendamentos,74,2025,7,Monday
2025-07-15,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Agendamentos,65,2025,7,Tuesday
2025-07-16,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Agendamentos,27,2025,7,Wednesday
2025-07-21,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Agendamentos,77,2025,7,Monday
2025-07-30,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Agendamentos,102,2025,7,Wednesday
2025-07-31,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Agendamentos,42,2025,7,Thursday
2025-07-01,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 10 dias,15,2025,7,Tuesday
2025-07-04,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 10 dias,50,2025,7,Friday
2025-07-07,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 10 dias,17,2025,7,Monday
2025-07-08,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 10 dias,16,2025,7,Tuesday
2025-07-11,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 10 dias,41,2025,7,Friday
2025-07-14,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 10 dias,15,2025,7,Monday
2025-07-15,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 10 dias,16,2025,7,Tuesday
2025-07-21,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 10 dias,16,2025,7,Monday
2025-07-30,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 10 dias,17,2025,7,Wednesday
2025-07-01,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 2 dias,17,2025,7,Tuesday
2025-07-02,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 2 dias,19,2025,7,Wednesday
2025-07-04,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 2 dias,35,2025,7,Friday
2025-07-07,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 2 dias,12,2025,7,Monday
2025-07-08,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 2 dias,17,2025,7,Tuesday
2025-07-09,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 2 dias,17,2025,7,Wednesday
2025-07-11,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 2 dias,32,2025,7,Friday
2025-07-14,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 2 dias,21,2025,7,Monday
2025-07-15,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 2 dias,17,2025,7,Tuesday
2025-07-16,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 2 dias,17,2025,7,Wednesday
2025-07-21,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 2 dias,11,2025,7,Monday
2025-07-30,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,ONCOLOGIA,Pré 2 dias,30,2025,7,Wednesday
2025-07-01,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Agendamentos,57,2025,7,Tuesday
2025-07-02,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Agendamentos,23,2025,7,Wednesday
2025-07-04,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Agendamentos,33,2025,7,Friday
2025-07-07,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Agendamentos,64,2025,7,Monday
2025-07-08,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Agendamentos,111,2025,7,Tuesday
2025-07-09,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Agendamentos,68,2025,7,Wednesday
2025-07-11,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Agendamentos,76,2025,7,Friday
2025-07-14,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Agendamentos,74,2025,7,Monday
2025-07-15,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Agendamentos,67,2025,7,Tuesday
2025-07-16,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Agendamentos,63,2025,7,Wednesday
2025-07-21,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Agendamentos,43,2025,7,Monday
2025-07-25,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Agendamentos,76,2025,7,Friday
2025-07-28,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Agendamentos,82,2025,7,Monday
2025-07-30,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Agendamentos,176,2025,7,Wednesday
2025-07-31,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Agendamentos,92,2025,7,Thursday
2025-07-01,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 10 dias,12,2025,7,Tuesday
2025-07-04,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 10 dias,54,2025,7,Friday
2025-07-07,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 10 dias,5,2025,7,Monday
2025-07-08,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 10 dias,16,2025,7,Tuesday
2025-07-11,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 10 dias,55,2025,7,Friday
2025-07-14,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 10 dias,13,2025,7,Monday
2025-07-15,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 10 dias,21,2025,7,Tuesday
2025-07-21,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 10 dias,15,2025,7,Monday
2025-07-25,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 10 dias,62,2025,7,Friday
2025-07-28,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 10 dias,18,2025,7,Monday
2025-07-30,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 10 dias,29,2025,7,Wednesday
2025-07-01,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 2 dias,14,2025,7,Tuesday
2025-07-02,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 2 dias,31,2025,7,Wednesday
2025-07-04,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 2 dias,47,2025,7,Friday
2025-07-07,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 2 dias,23,2025,7,Monday
2025-07-08,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 2 dias,22,2025,7,Tuesday
2025-07-09,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 2 dias,27,2025,7,Wednesday
2025-07-11,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 2 dias,58,2025,7,Friday
2025-07-14,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 2 dias,16,2025,7,Monday
2025-07-15,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 2 dias,18,2025,7,Tuesday
2025-07-21,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 2 dias,22,2025,7,Monday
2025-07-25,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 2 dias,54,2025,7,Friday
2025-07-28,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 2 dias,22,2025,7,Monday
2025-07-30,HOSPITAL UNIVERSITÁRIO DO CEARÁ,Fortaleza,ONCOLOGIA,Pré 2 dias,61,2025,7,Wednesday
2025-07-01,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Agendamentos,175,2025,7,Tuesday
2025-07-02,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Agendamentos,36,2025,7,Wednesday
2025-07-04,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Agendamentos,158,2025,7,Friday
2025-07-07,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Agendamentos,156,2025,7,Monday
2025-07-08,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Agendamentos,150,2025,7,Tuesday
2025-07-09,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Agendamentos,64,2025,7,Wednesday
2025-07-11,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Agendamentos,132,2025,7,Friday
2025-07-14,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Agendamentos,169,2025,7,Monday
2025-07-15,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Agendamentos,195,2025,7,Tuesday
2025-07-16,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Agendamentos,118,2025,7,Wednesday
2025-07-21,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Agendamentos,95,2025,7,Monday
2025-07-25,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Agendamentos,76,2025,7,Friday
2025-07-28,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Agendamentos,163,2025,7,Monday
2025-07-30,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Agendamentos,240,2025,7,Wednesday
2025-07-31,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Agendamentos,173,2025,7,Thursday
2025-07-01,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 10 dias,25,2025,7,Tuesday
2025-07-04,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 10 dias,86,2025,7,Friday
2025-07-07,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 10 dias,14,2025,7,Monday
2025-07-08,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 10 dias,33,2025,7,Tuesday
2025-07-11,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 10 dias,82,2025,7,Friday
2025-07-14,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 10 dias,20,2025,7,Monday
2025-07-15,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 10 dias,58,2025,7,Tuesday
2025-07-21,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 10 dias,41,2025,7,Monday
2025-07-25,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 10 dias,68,2025,7,Friday
2025-07-28,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 10 dias,36,2025,7,Monday
2025-07-30,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 10 dias,43,2025,7,Wednesday
2025-07-01,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 2 dias,44,2025,7,Tuesday
2025-07-02,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 2 dias,34,2025,7,Wednesday
2025-07-04,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 2 dias,59,2025,7,Friday
2025-07-07,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 2 dias,10,2025,7,Monday
2025-07-08,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 2 dias,49,2025,7,Tuesday
2025-07-09,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 2 dias,29,2025,7,Wednesday
2025-07-11,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 2 dias,76,2025,7,Friday
2025-07-14,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 2 dias,11,2025,7,Monday
2025-07-15,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 2 dias,16,2025,7,Tuesday
2025-07-16,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 2 dias,37,2025,7,Wednesday
2025-07-21,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 2 dias,8,2025,7,Monday
2025-07-25,HOSPITAL GERAL FORTALEZA,Fortaleza,ONCOLOGIA CLINICA,Pré 2 dias,68,2025,7,Friday
